id,Title,Content,WPML Language Code,Destinations,Categories,Image Featured,Video,Web,Phone,POI lat,POI long,POI Coordinates
19546,Sosúa,"Sosúa has a very interesting history. Welcomed by the Dominican government in 1940, Sosúa served as a refuge and home for Jewish families fleeing Europe due to the Nazi persecutions. Today you can learn about their story in the Jewish Museum in this charming town.",en,Puerto Plata,Family-Friendly|Iconic Sights,https://www.godominicanrepublic.com/wp-content/uploads/2017/12/View-of-Sosua.jpg,,,,19.7655949,-70.5163178,"a:6:{s:7:""address"";s:21:""Jewish Museum, Sosúa"";s:3:""lat"";s:10:""19.7655949"";s:3:""lng"";s:18:""-70.51631780000002"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
19678,Santuario de Mamíferos Marinos,Rent a kayak to follow the trail of the manatees when visiting the Estero Hondo Marine Mammal Sanctuary in the western part of Puerto Plata province. This area is a protected habitat for birds and has a viewing point.,en,Puerto Plata,Ecotourism,,,,,,,"a:6:{s:7:""address"";s:31:""Santuario de Mamíferos Marinos"";s:3:""lat"";d:19.8523625;s:3:""lng"";d:-71.1778997;s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
19720,27 Charcos de Damajagua,"Puerto Platas crown jewel attraction, the 27 Charcos of Damajagua waterfalls offer a day of hiking through thick forest, crossing footbridges and passing numerous flora before eventually reaching a rocky hilltop where youll begin making your way down by jumping or sliding down a series of waterfallsâ€“helmets and safety gear onâ€“as you slide down water-cushioned chutes or jump into deep turquoise pools. Most excursions take you only through seven falls, as reaching the 27th is reserved for the most active and physically fit adventurers. Run by local guides who live within the community, the park entrance fees benefit all of its residents, making it a win for all. The park is located approximately an hour from Puerto Plata city. Make it through the 27 Charcos de Damajagua and you can face any other adventure in the DR![/vc_column_text][/vc_column][/vc_row][vc_row][vc_column][om_cc_vc_carouselelement height=""auto"" image_size=""full"" show_arrows=""true"" fullscreen=""true"" enable_rewind=""true"" images=""18780,18784,18783,18782,18781,38112""][/vc_column][/vc_row]",en,Puerto Plata,Canyoning + Rappelling|Cenotes + Springs|Ecotourism|Excursions|Family-Friendly|National Parks + Protected Areas|Waterfalls,https://www.godominicanrepublic.com/wp-content/uploads/2014/08/damajagua-puerto-plata5.jpg,,http://www.27charcos.com ,,,,"a:6:{s:7:""address"";s:19:""Saltos de Damajagua"";s:3:""lat"";s:10:""19.7344313"";s:3:""lng"";s:18:""-70.81916920000003"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
19723,Playa Cabarete,"The Caribbeans hub for windsurfing, kiteboarding, and laser sailing, Playa Cabareteâ€“also known as â€œKite Beachâ€ on the western sideâ€“is where you can learn and practice wind water sports all year round. On weekends, especially in the summer, the sails and kites are all out on the water, which makes for dreamy photographs. Theres plenty of space for swimming and relaxing as well, facing the many restaurants, bars, shops, and lounges on the eastern side of the beach. International kitesurfing championships are hosted here during the year, and guesthouses and hotels stand along the beach with modern condos available for rent.[/vc_column_text][/vc_column][/vc_row][vc_row][vc_column][om_cc_vc_carouselelement height=""auto"" image_size=""full"" show_arrows=""true"" fullscreen=""true"" enable_rewind=""true"" images=""16218,19043,19724,18635,16234""][/vc_column][/vc_row]",en,Puerto Plata,Beaches|Ecotourism|Family-Friendly|Water Sports>Surfing + Kitesurfing,https://www.godominicanrepublic.com/wp-content/uploads/2017/12/cabarete3.jpg,,,,,,"a:6:{s:7:""address"";s:52:""Paseo Don Chiche, Cabarete 57000, Dominican Republic"";s:3:""lat"";s:18:""19.750578361248646"";s:3:""lng"";s:18:""-70.40895223617554"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
19778,Punta Rucia,"The fishing village of Punta Rucia offers a dreamy white sand beach and surrounding mangroves, northwest of Puerto Plata. From its shores and from the neighboring bay of La Isabela, boats depart to the offshore a href=""/?p=37283"">Cayo Arena/a>â€“also known as Cayo Paraísoâ€“ offering exceptional diving for beginner levels, starting at five meters (16 feet). Schools of tropical fish can also easily be seen in shallow turquoise waters, making this spot a paradise for snorkeling fans. This area boasts some of the most abundant marine life in the DR, with corals and sponges that surround the cay, where octopuses, crabs, schools of surgeonfish, sergeant majors, damselfish, angelfish, and yellowtail snappers all swim around your feet.",en,Puerto Plata,Excursions|Water Sports>Scuba Diving + Snorkeling,https://www.godominicanrepublic.com/wp-content/uploads/2017/11/cayo-arena-punta-rucia6-x3.jpg,,,,19.83401018,-71.23161987,"a:6:{s:7:""address"";s:51:""Unnamed Road, Punta Rucia 57000, Dominican Republic"";s:3:""lat"";s:16:""19.8340101817018"";s:3:""lng"";s:18:""-71.23161987039185"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
19807,Visit Santiago de los Caballeros,"This is the second largest city in the Dominican Republic, located in the â€œheartâ€ of the Cibao Valley. This is a very interesting tour with visits to the Restoration Monument, the paintings at theÂ Centro León, and the small León family museum house that showcases cigarÂ manufacturersÂ in the country.",en,Puerto Plata,Excursions,,,,,,,"a:6:{s:7:""address"";s:32:""Visit Santiago de los Caballeros"";s:3:""lat"";d:19.4509186;s:3:""lng"";d:-70.6947356;s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
19808,Visit Jarabacoa,"Located in the mountains of the Cordillera Central mountain range, where you can admire some of the most beautiful pine trees in the country. You will visit the Las Mercedes Sanctuary, the town of Jarabacoa, and even go on a horseback ride. The tour concludes with a swim in the white waters of the Salto de Baiguate.",en,Puerto Plata,Excursions,https://www.godominicanrepublic.com/wp-content/uploads/2017/12/jarabacoa-caballos.jpg,,,,19.2796753,-70.5504151,"a:6:{s:7:""address"";s:33:""Santuario Las Mercedes, Jarabacoa"";s:3:""lat"";s:10:""19.2796753"";s:3:""lng"";s:18:""-70.55041510000001"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
19809,Guananico Cacao Trail,"The drive to reach Guananico, the agriculturally rich community where citrus, cacao, and other fruits grow organicallyâ€“is as picturesque as the family-owned Hacienda Cufa chocolate farm itself. Starting at the entrance, youll begin a tour with seven stops taking you through cacao fields, learning about the history of chocolate and its production process from bean to bar. Last but not least, youll head over to the chocolate hut where all the delicious tastings take place, with chocolate in its various forms and flavors. Theres even a makeshift outdoor spa area where you can get a chocolate facial before a typical Dominican lunch is served on site, under a thatched roof palapa.",en,Puerto Plata,Excursions|Family-Friendly|Plantation Trails,https://www.godominicanrepublic.com/wp-content/uploads/2017/11/cacao7-X3.jpg,,https://haciendacufa.blogspot.com ,-6370,,,"a:6:{s:7:""address"";s:58:""Guananico - Puerto Plata, Puerto Plata, Dominican Republic"";s:3:""lat"";s:10:""19.7912031"";s:3:""lng"";s:18:""-70.70075079999998"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
19810,Free Style Catamaran,"An option to simply relax in the sun with a cocktail in hand, sailing anÂ extraordinaryÂ catamaran through the crystal-clear waters of the Atlantic.",en,Puerto Plata,Excursions,,,,,19.8590901,-71.2085316,"a:6:{s:7:""address"";s:17:""Playa La Ensenada"";s:3:""lat"";s:10:""19.8590901"";s:3:""lng"";s:18:""-71.20853160000001"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
19811,White Water Rafting,"If you are adventurous, then this is the best way to enjoyÂ Yaque del Norte River, one of the longest rivers in the Caribbean region, in Jarabacoa, about two hours drive away. River rafting is usually restricted to those over 14.",en,Puerto Plata,Excursions,https://www.godominicanrepublic.com/wp-content/uploads/2017/12/IMG_1817-XL.jpg,,,,19.777015,-70.656005,"a:6:{s:7:""address"";s:21:""Rafting, Puerto Plata"";s:3:""lat"";s:9:""19.777015"";s:3:""lng"";s:10:""-70.656005"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
19812,Funny Bikes,"This is another option for making the most of the Dominican countryside. Drive your own 4x4 through sugarcane fields, streams and visit local Dominicans and Haitians living in the area to see their culture up close.",en,Puerto Plata,Excursions,,,,,19.7658729,-70.5160813,"a:6:{s:7:""address"";s:59:""El Batey, Sosúa, Puerto Plata Province, Dominican Republic"";s:3:""lat"";s:10:""19.7658729"";s:3:""lng"";s:11:""-70.5160813"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
19813,Estero Hondo Marine Mammal Sanctuary,"Climb the lookout tower and observe manatees at the Estero Hondo Marine Mammal Sanctuary, in the western corner of the Puerto Plata province. The protected lagoon is where the largest number of endangered, herbivore West Indian Manatees reside. The Marine Mammal Sanctuary also doubles as a protected habitat for birdsâ€“hike to the lookout tower to spot the manatees and birds from land.[/vc_column_text][/vc_column][/vc_row][vc_row][vc_column][om_cc_vc_carouselelement height=""auto"" image_size=""full"" show_arrows=""true"" fullscreen=""true"" enable_rewind=""true"" images=""17869,17861,17853""][/vc_column][/vc_row]",en,Puerto Plata,Excursions|Family-Friendly|Hiking|National Parks + Protected Areas|Wildlife Spotting,https://www.godominicanrepublic.com/wp-content/uploads/2017/11/IMG_6686.jpg,,,,,,"a:6:{s:7:""address"";s:30:""Santuario Marino, Puerto Plata"";s:3:""lat"";s:10:""19.8523625"";s:3:""lng"";s:18:""-71.17789970000001"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
19814,La Isabela Ruins,"Christopher Columbus built the first European settlement in the New World here on his second voyage in 1493, near the mouth of the Bajabonico River and facing the bay of La Isabela, populating it with his entourage of approximately 1,500 Spaniards. Named after the then-Queen of Spain, the archeological ruins of the settlement, now a national park, are still standing in this bay area, including Columbuss first home, perched on a cliff overlooking the Atlantic Ocean, and nearby, the first church. Historical records show that the first Catholic mass was celebrated there. A modern version of the churchâ€“Templo de Las AmÃ©ricasâ€“was rebuilt and inaugurated in 1994 to mark the 500sup>th/sup>Â anniversary of that first mass. Theres also a museum on-site depicting the Taino inhabitants and the Spaniards arrival, as well as other preserved relics.",en,Puerto Plata,Excursions|Family-Friendly|Iconic Sights,https://www.godominicanrepublic.com/wp-content/uploads/2017/11/Ruinas-La-Isabela-1.jpg,,,,,,"a:6:{s:7:""address"";s:40:""29, La Isabela 57000, Dominican Republic"";s:3:""lat"";s:17:""19.88973234338345"";s:3:""lng"";s:17:""-71.0799489296387"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
19815,Inland Safaris in Puerto Plata,"Puerto Platas farm to sea landscape, filled with picturesque villages, beaches, hills and forests, was made for safaris. Youll find the largest offering of safari tour excursions here, whether riding in an all-terrain truck or steering your own ATV on bumpy dirt roads. Youll quickly immerse deep into Puerto Platas scenic countrysideâ€“stopping at a locals home for coffee, at viewpoints along the Atlantic coastline for photo ops, farmlands to sample coffee and cacao, and even go horseback riding before you head back to your hotel.",en,Puerto Plata,Excursions|Family-Friendly|Inland Safaris,,,,,,,
19819,Discover Puerto Plata,"Visit the city of Puerto Plata, its historic central park, the San Felipe Fort, the Amber Museum, the Gregorio Luperón Museum and Brugal Rum Factory.",en,Puerto Plata,Excursions,,,,,19.804056,-70.695946,"a:6:{s:7:""address"";s:89:""Fortaleza San Felipe, Avenida General Gregorio Luperón, Puerto Plata, Dominican Republic"";s:3:""lat"";s:9:""19.804056"";s:3:""lng"";s:18:""-70.69594599999999"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
19838,Monkey Jungle,"Set on 280 acres of farmland between Sosúa and Cabarete, nine kilometers (6 miles) off the road leading to a href=""/?p=40949"">El Choco National Park/a>, Monkey Jungle Park gets rave reviews for its setting and its recreational offers. It is home to squirrel capuchin monkeys, a seven-station zip line, a botanical garden, and an ancient Taino cave you can descend into 18 meters (60 feet) below ground. The monkeys mingle with visitors, posing for photos, and climbing on your shoulders if you choose. The site also serves as a recovery center for rescue capuchins. Tour the botanical gardens tucked inside a grotto, zipline across the farmâ€“with runs stretching up to 800 feet longâ€“or brave the Cave Descender, an 18-meter (60-foot) cable-controlled drop into a cave. All proceeds from tours go to fund an on-site medical and dental clinic.",en,Puerto Plata,Ecotourism|Excursions|Family-Friendly|Recreational Parks|Ziplines,,,www.monkeyjungledr.com,-6032,,,"a:6:{s:7:""address"";s:33:""Monkey Jungle, Dominican Republic"";s:3:""lat"";s:9:""19.712652"";s:3:""lng"";s:18:""-70.47197879999999"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
20156,Brugal Rum Distillery,"The largest producer of traditionally made rum in the DR since 1888, Brugal is aged in around 200,000 American white oak barrels on-site at the distillery in Puerto Plata city. Tours of the distillery are available to learn about the making of this popular brand, and end with rum tasting, as well as the chance of purchasing well-priced premium rums on-site.",en,Puerto Plata,Iconic Sights|Rum + Cigars,https://www.godominicanrepublic.com/wp-content/uploads/2017/12/Extra-Viejo-with-glass.jpg,,https://www.brugal-rum.com/,-2957,,,"a:6:{s:7:""address"";s:18:""Brugal Rum Factory"";s:3:""lat"";s:10:""19.7790601"";s:3:""lng"";s:18:""-70.66910139999999"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
20157,Malecón de Puerto Plata,"Puerto Platas residents proudly state that theirs is the most beautiful seafront boulevard in the Dominican Republic. Youll realize why when you see the multiple white sand beaches that line the citys main avenue, each bearing a name. Aside from days at the beach right within the city, the boulevards long, shaded sidewalk is ideal for morningâ€“sunrise here is spectacularâ€“or evening strolls, a stop at one of the bars and restaurants lining the Malecón, or a bicycle ride in the designated bike lane. Catch a breeze, get a sunset drink, or exercise by walking the Malecóns length all the way from town to Long Beach. Numerous events are hosted along the boulevard year-round, including Puerto Plata Carnival.",en,Puerto Plata,Family-Friendly|Iconic Sights,https://www.godominicanrepublic.com/wp-content/uploads/2017/12/puerto-plata-rconti-131.jpg,,,,,,"a:6:{s:7:""address"";s:24:""Malecón de Puerto Plata"";s:3:""lat"";s:10:""19.7953481"";s:3:""lng"";s:11:""-70.6813148"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
20159,Pontificia Universidad Católica Madre y Maestra,"The largest private university in the Dominican Republic, it has a sprawling well-shaded campus in the city.",en,Santiago,Iconic Sights,https://www.godominicanrepublic.com/wp-content/uploads/2017/12/Tep_PUCMM.jpg,,,,19.4436005,-70.6843785,"a:6:{s:7:""address"";s:58:""Pontificia Universidad Católica Madre y Maestra, santiago"";s:3:""lat"";s:10:""19.4436005"";s:3:""lng"";s:18:""-70.68437849999998"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
20160,Arena del Cibao,A modern basketball facility hosts the tournaments (usually in the spring) that pit different sections of the city against each other in an all-out battle for the city championship. Regional and national championship games are played here during the summer. The local basketball team is called the â€œMetrosâ€.,en,Santiago,Iconic Sights,https://www.godominicanrepublic.com/wp-content/uploads/2017/12/Arena_Del_Cibao_Dr._Oscar_Gobaira.jpg,,,,19.4653224,-70.7095788,"a:6:{s:7:""address"";s:15:""Arena del Cibao"";s:3:""lat"";s:10:""19.4653224"";s:3:""lng"";s:18:""-70.70957880000003"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
20162,Santiago Carnival,"Every Sunday in February, people masquerade as devils and dress in costumes with mirrors and bells to parade alongside Av. Las Carreras to the Monumento. The costumes are works of art. The devils carry inflated port bladders to make their way through the crowds.",en,Santiago,Iconic Sights,,,,,19.4540163,-70.7004922,"a:6:{s:7:""address"";s:17:""av. Las Carreras "";s:3:""lat"";s:10:""19.4540163"";s:3:""lng"";s:18:""-70.70049219999999"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
20164,Centro de la Cultura,"Home to the school of fine arts, this cultural center regularly hosts fine arts performances. It is also home to one of the best folklore dance groups in the country. El Sol and Antonio GuzmÃ¡n streets.",en,Santiago,Iconic Sights,,,,,19.4511313,-70.7074538,"a:6:{s:7:""address"";s:20:""Centro de la Cultura"";s:3:""lat"";s:10:""19.4511313"";s:3:""lng"";s:11:""-70.7074538"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
20165,Estadio Cibao,The Cibao Stadium is the home of the Aguilas CibaeÃ±as baseball club and hosts professional baseball games from mid-October through the end of January. Taking in a baseball game at the stadium is a must â€“ the entertainment on the field is matched by the irrepressibly jubilant mood of the teams loyal and loud fans. Av. Imbert.,en,Santiago,Iconic Sights,https://www.godominicanrepublic.com/wp-content/uploads/2017/12/Dom_Rep4135-XL.jpg,,,,19.4670599,-70.7090409,"a:6:{s:7:""address"";s:13:""Estadio Cibao"";s:3:""lat"";s:10:""19.4670599"";s:3:""lng"";s:18:""-70.70904089999999"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
20166,Gran Teatro del Cibao,"Dominican architect Teofilio Carbonell built this striking white marble building in 1995, modeled after Santo Domingos national theater. Located directly across from the citys landmark monument and surrounded by a lush garden, the Gran Teatro del Cibao boasts three levels with large marble and mahogany halls. The main room, em>Sala de la Restauraci/em>em>ón/em>, has a capacity of 1,600 seats, and is the citys largest indoor venue and stage. Year round, the prestigious theater hosts numerous national and international plays, dance performances, operas and concerts.",en,Santiago,Family-Friendly|Iconic Sights|Theaters,https://www.godominicanrepublic.com/wp-content/uploads/2017/12/Gran-Teatro-del-Cibao.jpg,,,-2541,,,"a:6:{s:7:""address"";s:21:""Gran Teatro del Cibao"";s:3:""lat"";s:10:""19.4511441"";s:3:""lng"";s:18:""-70.69232999999997"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
20189,Palacio Consistorial,"Located in a renovated 19thÂ century neoclassical house, smack in the heart of the city across the south side of Parque Duarte, the Palacio Consistorial once served as the citys town hall. Today its a contemporary museum, showcasing the history of Santiago through late 19th and early 20th century photographs, including a carnival culture-focused room. Head to the second floor for balcony views over downtown Santiago.",en,Santiago,Family-Friendly|Iconic Sights,https://www.godominicanrepublic.com/wp-content/uploads/2017/12/Palacio-Consistorial-Ciu-copy.jpg,,,,,,"a:6:{s:7:""address"";s:83:""Palacio Consistorial, Calle Del Sol, Santiago De Los Caballeros, Dominican Republic"";s:3:""lat"";s:10:""19.4511187"";s:3:""lng"";s:18:""-70.70704289999998"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
20190,Museo de Arte Folklórico Tomás Morel,"Dating back to the competitions organized by Tomas Morel for the best carnival masks, this invaluable collection can be seen in the small museum. Calle Restauración.",en,Santiago,Iconic Sights,,,,,,,"a:6:{s:7:""address"";s:38:""Museo de Arte Folklórico TomÃ¡s Morel"";s:3:""lat"";d:19.4530457;s:3:""lng"";d:-70.7079597;s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
20191,Centro Cultural León Jimenes,"A beautiful series of permanent exhibits showcase Dominican history and culture, dating back to the Taino days, on the first floor of this cultural center. Youll also find a visual arts room, displaying the winning art pieces from the annual Eduardo León Jimenes Art Contest, created in 1964 to promote art and encourage new generations of Dominican artists. The cigar-focused exhibit, housed in a separate building, is fascinatingâ€“recounting the heritage of the DRs premium cigar industry. Theres a gift shop onsite with unique handmade souvenirs, as well as a cafeteria.",en,Santiago,Family-Friendly|Iconic Sights|Museums,https://www.godominicanrepublic.com/wp-content/uploads/2017/12/Centro-Leon-in-Santiago-1920x1080.jpg,,https://centroleon.org.do,-3705,,,"a:6:{s:7:""address"";s:29:""Centro Cultural León Jimenes"";s:3:""lat"";s:10:""19.4634721"";s:3:""lng"";s:18:""-70.67095949999998"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
20204,Museo Judío,"Learn about the industrious Europeans who fled Nazi Europeâ€“after being granted visas from then-Dominican leader and dictator Rafael Trujilloâ€“and started their life anew as cattle ranchers and farmers in Sosúa, on the North Coast of the Dominican Republic in the 1940s. Through the use of black and white photographs, letters, and historical displays, the Jewish Museum recounts and commemorates the lives and times of the DRs Jewish community, and its major role in the areas thriving meat and dairy industry.",en,Puerto Plata,Family-Friendly|Iconic Sights|Museums,https://www.godominicanrepublic.com/wp-content/uploads/2017/12/museo-judi-o-sosu-a2.jpg,,,-2765,,,"a:6:{s:7:""address"";s:51:""Dr.Alejo Martinez, Sosúa 57000, Dominican Republic"";s:3:""lat"";s:18:""19.765561362306432"";s:3:""lng"";s:18:""-70.51629424095154"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
20205,Fortaleza San Felipe,"A key piece of Puerto Platas history, Fortaleza San Felipe was built by the Spaniards in the 16thÂ century to defend the north coast of the Dominican Republic from the British and Dutch, and from French pirates in search of the areas abundant gold and silver. Considered one of the most important colonial military structures in the Caribbean, it was completed in 1577 and later served as a prison from the 19th century through the Trujillo years. Now a museum, touring the fort reveals the original canons facing the Atlantic, ancient weapons, and numerous hidden chambers. The panoramic views over the Puerto Plata coastline are impressive. Catching the sunset at the foot of the fort, beside La Puntilla park, is a daily em>Puerto Plate/em>em>Ã±o/em> activity.",en,Puerto Plata,Family-Friendly|Iconic Sights,https://www.godominicanrepublic.com/wp-content/uploads/2017/12/22-puerto-plata-cabaretefortaleza-de-san-felipe-3-1920x1080.jpg,,,,,,"a:6:{s:7:""address"";s:20:""Fortaleza San Felipe"";s:3:""lat"";s:9:""19.804056"";s:3:""lng"";s:18:""-70.69594599999999"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
20206,Museo Gregorio Luperón,"Inaugurated in 2012, this restored Victorian-style building is one of the most beautiful buildings in Puerto Plata. The Gregorio Luperón Museum House tells the story of national hero General Gregorio Luperón, recognized leader in the victory of Dominican forces who restored the countrys independence from Spain in 1865. The two-story museum displays period items, from costumes to furniture, and a photo gallery. The Spanish courtyard is a delightful centerpiece, flanked by a colorful mural depicting General Luperón.",en,Puerto Plata,Family-Friendly|Iconic Sights|Museums,https://www.godominicanrepublic.com/wp-content/uploads/2017/12/museo-gregorio-lupero-n.-puerto-plata.jpg,,http://www.museogregorioluperon.com,-9730,,,"a:6:{s:7:""address"";s:23:""Museo Gregorio Luperón"";s:3:""lat"";s:8:""19.79824"";s:3:""lng"";s:10:""-70.691351"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
20207,Museo del Ámbar,"Puerto Platas Amber Museum, sitting smack in the heart of the city in a neo-classical style residence, displays some of the DRs stunning amber stones on several floors, including samples containing animal fossils. Showcased in a room designed like a cave, youll view close-ups of stones containing a near 43-centimeter (17-inch) lizard, a scorpion, a centipede, wasps nests, and two beetles mating, all of which date back to 15 to 20 million years. There are also amber stones with butterflies, and flowers. One mosquito-encased amber gemstone was used in Steven Spielbergs motion picture film Jurassic Park.",en,Puerto Plata,Family-Friendly|Gem Hunting|Iconic Sights|Museums,https://www.godominicanrepublic.com/wp-content/uploads/2018/03/ambermuseum2.jpg,,www.ambermuseum.com,-4242,,,"a:6:{s:7:""address"";s:58:""Museo Del Ãmbar, Duarte, Puerto Plata, Dominican Republic"";s:3:""lat"";s:10:""19.7965723"";s:3:""lng"";s:11:""-70.6922664"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
20224,Monumento a los Héroes de la Restauración,"All visits to Santiago include an obligatory stop at em>El Monumento/em>, the citys iconic white marble tower, circled on all sides by a multilevel garden and boasting panoramic views over the entire city. You can tour the interior of the 67-meter (220-foot) high monument, named after the heroes of the Restoration War (1863-1865) who died in the fight to regain the DRs independence from Spain. Spread over five floors are displays of the DRs major historical battles, as well as paintings that Spanish artist Vela Zanetti created during his exile after the Spanish Civil War. On the fifth floor is the ultimate reward: a grand panoramic view of the city of Santiago from a wraparound balcony, with the Cordillera Central mountain range in the distance.",en,Santiago,Family-Friendly|Iconic Sights|Museums,https://www.godominicanrepublic.com/wp-content/uploads/2017/12/santiago.jpg,,,-2440,,,"a:6:{s:7:""address"";s:43:""Monumento a los HÃ©roes de la Restauración"";s:3:""lat"";s:10:""19.4509186"";s:3:""lng"";s:11:""-70.6947356"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
37244,Ocean World Marina,"Located adjacent to the Cofresí beach resort area, the Ocean World Marina complex features a host of entertainments day or night, including an on-site casino and nightclub, a restaurant and bar with a weekly Bravíssimo show, and an adjacent marine adventure park. Visit in the daytime to swim with marine life and watch dolphin shows, or enjoy the seaside setting at night with cocktails, dinner, and a dance performance.",en,Puerto Plata,Marinas|Dining &amp; Nightlife>Music + Nightlife,https://www.godominicanrepublic.com/wp-content/uploads/2018/02/owmarinaselloacrew2.jpg,,http://oceanworldmarina.com,-5151,,,"a:6:{s:7:""address"";s:47:""Unnamed Road, Cofresi 57000, Dominican Republic"";s:3:""lat"";s:18:""19.827290935764385"";s:3:""lng"";s:18:""-70.73246377581023"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
37255,Puerto Blanco Marina,"The Luperón harbor, West of the tourist town of Puerto Plata, is a large enclosed bay that provides excellent shelter for boaters. Protected by mangroves, it is known for being a safe zone for yachts during hurricanes and tropical storms.

Inside the bay, Puerto Blanco is a fully enclosed marina with the ability to moor yachts with drafts up to eight feet. The marina is popular for hosting lively nights with Dominican food, merengue dancing, and local attractions, for those docking their yachts here, serving as the headquarters for the cruising community.

a href=""http://puertoblancomarina.com/en/marina/"">http://puertoblancomarina.com/en/marina//a>",en,Puerto Plata,Marinas,https://www.godominicanrepublic.com/wp-content/uploads/2018/02/puerto-blanco-marina.jpg,,,,19.8963955,-70.9585344,"a:6:{s:7:""address"";s:47:""Muelle de Luperón, Luperon, Dominican Republic"";s:3:""lat"";s:10:""19.8963955"";s:3:""lng"";s:18:""-70.95853439999996"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
37283,Cayo Arena,"p class=""p1"">span class=""s1"">Cayo Arenaâ€“also known as Paradise Islandâ€“sits a 25-minute boat ride away from the mainland jump off point of Punta Rucia, located northwest of Puerto Plata. This sandbar sits in the middle of a brilliant blue sea, with fine white sands and shallow waters teeming with tropical fish, ideal for all levels of snorkelers. Diving is also available. Most tour operators offer the roundtrip journey through scenic countryside from Puerto Plata, to the boats that will take you to paradise, snorkel gear included./span>/p>",en,Puerto Plata,Beaches|Marinas>Boating Attractions|Family-Friendly|Islands + Cayes,https://www.godominicanrepublic.com/wp-content/uploads/2018/02/cayo-arena.jpg,,,,,,"a:6:{s:7:""address"";s:30:""CAYO ARENA, Dominican Republic"";s:3:""lat"";s:10:""19.8698076"";s:3:""lng"";s:11:""-71.3075164"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
